client_id,p_cloud,p_gym,p_insurance,p_mobile,p_music,p_software,p_streaming,p_none,fold,predicted_next_recurring_merchant
C000001,0.026926864334724708,0.019077732301443218,0.07758580860964592,0.1568000471936905,0.15776095965005216,0.023846468925248165,0.34496218508788057,0.19303993389731475,0,streaming
C000005,0.03668006853634645,0.2030708680579258,0.03609787495991393,0.44318654222018783,0.03708743066485004,0.035246275985347436,0.03934617163736369,0.1692847679380648,3,mobile
C000007,0.38646806469272893,0.024802066806205104,0.02256011986414752,0.19239117554259164,0.022287403637752612,0.025814437263185983,0.023617252799227238,0.3020594793941609,3,cloud
C000009,0.06168129189151485,0.007369289485462378,0.014002347211274737,0.013978615147717244,0.040323039928343456,0.46406343716869436,0.3426663906683821,0.05591558849861088,4,software
C000012,0.019412651493990414,0.018473880983772936,0.017966516598609143,0.016780784732616415,0.017997813099992627,0.8137223818055483,0.023923634847314242,0.07172233643815598,4,software
C000014,0.32553409263869926,0.01576553536869267,0.0152821549204346,0.016144164281122222,0.09452710851879448,0.3694025374468205,0.09185345559219636,0.07149095123323992,2,software
C000015,0.01741241690433483,0.018765318339349323,0.22438688115889852,0.025187587926274096,0.01893360469014552,0.019319715454034093,0.01948063313458031,0.6565138423923833,3,none
C000016,0.025052796784929485,0.18234263419402455,0.6366074899378809,0.02548766925254697,0.025995364762081755,0.024606350070824564,0.02722564920034745,0.05268204579736428,0,insurance
C000017,0.014876492876997386,0.015830770125595812,0.004633245158795077,0.022196301069510413,0.02080111394696771,0.02288446726920821,0.17410953428299406,0.7246680752699313,0,none
C000021,0.023564735502342518,0.03550681463236795,0.03429845415860923,0.1287628702280498,0.07866613795459967,0.17044625314248985,0.4339563099743192,0.09479842440722179,4,streaming
C000022,0.10788014775860144,0.025178995964970984,0.021449988430507855,0.022000956802617794,0.08088931248199467,0.3803664657972489,0.22729340344765306,0.13494072931640524,1,software
C000024,0.018515608377861006,0.663600980874283,0.020212045100165006,0.017818121947554916,0.12407085253304145,0.05996611117976618,0.03402649285535678,0.06178978713197166,4,gym
C000025,0.5793177238450473,0.014466201154373439,0.01542866864791888,0.006662013203021679,0.0150268488200122,0.004094906834379762,0.01443506705135595,0.3505685704438908,1,cloud
C000026,0.014369347309091217,0.4506563822818549,0.18982399692180385,0.05091808928980644,0.008587881014959952,0.20239582864909988,0.011287356243581625,0.07196111828980212,3,gym
C000027,0.008321838681818688,0.12896928012553044,0.008753564784305211,0.19400009034523252,0.532127045275116,0.06935178805355308,0.009093588801887863,0.04938280393255615,0,music
C000028,0.059410405791307484,0.3068320009551301,0.012996976406163452,0.01557721796398883,0.02230128101324775,0.3352544129631746,0.01757745868958288,0.230050246217405,3,software
C000029,0.0829373434112479,0.013434795943686365,0.012775846644164968,0.04820375028998745,0.43315379677318655,0.08810720304832818,0.21213850307760546,0.1092487608117931,0,music
C000030,0.17225236820688913,0.0401110503441832,0.1604412561878888,0.03898238950768738,0.06191650233368999,0.04277656895337127,0.04524535517257006,0.4382745092937202,1,none
C000033,0.04410941074795662,0.01552007969135431,0.014044084578133801,0.016544551225456495,0.10542611619097428,0.017174670657279588,0.44860297329393106,0.33857811361491386,3,streaming
C000035,0.03770348057081943,0.34752822512037324,0.04277329900783649,0.044251101714632514,0.08835339558542059,0.04507364425351685,0.08157878734861689,0.31273806639878404,2,gym
C000038,0.02909630214516023,0.027824331636218256,0.028420836947987457,0.027187820103069627,0.027740309751178298,0.6694938173251685,0.02820498536495539,0.16203159672626222,0,software
C000039,0.040627649753862696,0.0417615553343907,0.04396744715345026,0.041243492076232284,0.04576455863037195,0.05167413266166674,0.04105073193006642,0.6939104324599589,3,none
C000040,0.5280866194858735,0.16671180019037954,0.014840446112269081,0.014163851891181703,0.014662413815594055,0.013814782540038897,0.014076904022034539,0.23364318194262862,2,cloud
C000041,0.006392024023254622,0.006690630642978318,0.8592654872604772,0.006323094218346918,0.05671085512284462,0.006391889378152039,0.016989395329604497,0.04123662402434166,4,insurance
C000043,0.007499114995654903,0.007066158929275639,0.010595326390572951,0.006828713088571834,0.036261812778881485,0.04009028979629886,0.02375060157986752,0.8679079824408767,2,none
C000044,0.04305771901680071,0.044497647446810326,0.04686423474356839,0.050606882104830345,0.2589325834438382,0.05126169196417181,0.1988686218590407,0.3059106194209395,1,none
C000047,0.01918397687188582,0.5434567489475606,0.017672199168164038,0.020291322259377284,0.20558589278708417,0.023474235410180264,0.061890955943711495,0.1084446686120363,4,gym
C000053,0.015226581977906049,0.6427588751954876,0.03552067240866581,0.03478040816313882,0.036417460119394576,0.03549497939949923,0.03528234006228066,0.1645186826736272,2,gym
C000055,0.039812089136076007,0.04096542302430352,0.0402988703562244,0.039863174493051455,0.04040479426321457,0.5075971628833293,0.04390154496315603,0.24715694088064483,0,software
C000060,0.02872550964601392,0.029995551884570704,0.6900371374969125,0.028928665322355437,0.03063274100887667,0.030712777171978164,0.0334121881345169,0.12755542933477565,1,insurance
C000062,0.11935342747491795,0.009427716539476681,0.008909006444479783,0.029979662496966722,0.010440818344958826,0.008238172825656313,0.00983495060734143,0.8038162452662023,4,none
C000063,0.03313423155526062,0.03047320162381178,0.6595986262646197,0.034092238418708,0.03306702039226958,0.030851319465364818,0.03154537788989565,0.14723798439006974,2,insurance
C000064,0.034851160406816246,0.03816610537393709,0.15364778143637653,0.08314399002535366,0.03307696783070857,0.5065283286017335,0.03592556328273934,0.11466010304233512,0,software
C000066,0.1483486745844877,0.05979802367108005,0.060608954216392535,0.06126422871802617,0.20617254021041115,0.06398797979629985,0.20934445707119728,0.19047514173210525,0,streaming
C000069,0.032377082570955354,0.01403345222421686,0.09349830575157143,0.052180641721069426,0.0235145150167668,0.016413132539948097,0.010826267993432687,0.7571566021820393,4,none
C000072,0.012604716009595894,0.012467483127776522,0.01151675509894055,0.22188675258670387,0.031274976144534734,0.5715413103939615,0.0878363856996971,0.05087162093878997,2,software
C000073,0.009327005415272555,0.009836718610750004,0.017380149760194318,0.011361015507596774,0.21938945282864658,0.009869374999900161,0.056114841966205684,0.6667214409114339,2,none
C000077,0.15056120149373547,0.010111364010454515,0.011446813150206092,0.009132497416459832,0.014728973103252819,0.014173270135348,0.014643205785458056,0.7752026749050852,4,none
C000078,0.014254291162346226,0.014346470558430975,0.37303116814196513,0.013011760303869021,0.2648582778571997,0.013465133693738966,0.24299615883843517,0.06403673944401479,3,insurance
C000079,0.012863069496656136,0.5205430366885926,0.01067566121596903,0.17051042210994538,0.018432766057413136,0.21003861026682374,0.006243749557025379,0.05069268460757461,2,gym
C000080,0.07251389007583002,0.02738792576756688,0.03568698487808549,0.02501006565786357,0.03518757408749029,0.05352793354506301,0.03240002576847743,0.7182856002196234,4,none
C000084,0.01474734861594777,0.01577115114739107,0.05700182949891425,0.02633112537222457,0.016088315748038973,0.01599262529754034,0.01648436292290862,0.8375832413970343,2,none
C000085,0.02253335208955707,0.021286786652623912,0.7256648093392484,0.019918309516094017,0.02106988090934613,0.020466664953079184,0.03466366654302899,0.13439652999702226,1,insurance
C000088,0.11597628625053216,0.04885569513400992,0.6450679770608023,0.02999583977235793,0.01863854864031788,0.018041803322887344,0.022349813783452813,0.10107403603563955,4,insurance
C000093,0.08750011968767812,0.00728210679802256,0.061018878582427036,0.006318733931241595,0.012505572355110734,0.010975795410318536,0.009412695445452634,0.8049860977897488,3,none
